timestamp,linear_accel_x,linear_accel_y,linear_accel_z,angular_vel_x,angular_vel_y,angular_vel_z,joint_0_position,joint_0_velocity,joint_0_effort,joint_1_position,joint_1_velocity,joint_1_effort,joint_2_position,joint_2_velocity,joint_2_effort,joint_3_position,joint_3_velocity,joint_3_effort,joint_4_position,joint_4_velocity,joint_4_effort,joint_5_position,joint_5_velocity,joint_5_effort
2024-01-30 18:22:36,-4.942083435405314,-4.029850697902237,7.054618208362307,-0.028914207877721587,-2.684058371185598,1.7555956912904076,157.08350517586007,4.958666700193675,-40.461184366119426,144.85166933208512,-31.408381101446942,-4.987218749945043,168.12510411233086,5.7440188045726615,15.568627746837123,83.38041746250451,79.88841388217628,44.5032944610962,-57.58853466972526,-65.63512070791465,-31.786955055173884,107.8962629756241,-8.44180834675754,13.705775976624956
2024-01-30 18:22:37,2.4434580673925126,9.137247608340207,0.08347474512861375,3.2263352454987757,4.616318607465049,3.3504686362290066,152.11038840257254,66.92919155137668,-3.0814463169887816,6.767398028132789,17.466631001844547,-4.023090006393041,156.88801169641624,-75.57043323021792,48.597735500345195,-170.88120427370563,-24.94662431626051,20.167479281513295,-101.18513389879946,64.66901152635677,-20.904690725601892,-52.8320633118101,-10.042245793202298,21.57303658800768
2024-01-30 18:22:38,5.504043510783754,3.926435869836226,-0.9690421505029239,1.7445363439293962,-2.363243588004459,1.069114756204491,-28.34186772361491,-52.91859363489753,31.498440190419103,46.49829031992587,-69.04865907177259,45.82071083247392,42.01083557181926,48.587431845183374,45.11715305207808,11.205067365787187,-47.25864907121664,-45.885168371417066,174.369793073464,34.140784527676544,18.90964593893048,-108.72179373882437,-79.84039393403076,23.754550255933864
2024-01-30 18:22:39,4.333193601216154,9.088665669725852,3.5978001972518854,-4.291289301801259,-3.9040765707066827,-3.175750409998319,-121.94418475872553,-44.29559729885571,-35.05297399326247,11.789725853758512,-41.604791578673186,5.001355574449903,41.48492593855178,-45.21121537161205,-13.587203149165383,158.528813993364,8.835445988501277,-22.957317891610696,179.2178554451316,-55.310303010252866,-33.70054555707671,13.630050430110401,84.22636010767201,9.310007195142752
2024-01-30 18:22:40,-1.8506103041548272,7.266472572667588,3.652300857436451,-1.2870082501029878,-3.27389195925801,3.1417476647883618,32.81582606198887,-60.5156867380368,-44.006690224618296,29.94083020538909,9.453459337362105,-48.824899719924574,20.320070068492782,-22.584869592309957,28.881732738780258,177.48651641231373,-43.35036324288961,27.25625056655177,25.695819147309606,-89.40055460861726,30.65615780348746,-172.7669389268124,-86.42663991649513,43.596587925355294
2024-01-30 18:22:41,-1.0058126465235127,0.21696708231255712,-9.91678726607333,-4.835599315214929,2.732139775554084,3.172858306371495,69.54193696676748,-72.8522872101451,6.988084293143068,-57.261003713605845,79.45425477779747,-18.29373430029205,-75.83526739220135,28.220614782429124,-28.005350196287793,135.04626211060173,52.35589349014211,-33.805249239676925,-59.445956829009646,48.436549617139235,28.568093122760317,-7.471051416730347,31.421933016696187,-36.77254639311749
2024-01-30 18:22:42,2.110932689298517,-2.404512738821425,-3.2189718164105567,-1.8452195671734328,-0.2758599894509324,-2.315602753203226,-119.07872956801404,-63.20613086537824,-18.54873855512983,-59.575277626528205,56.44663781766414,-14.434840906983894,-28.70102019011847,61.53839880247568,26.251597002899416,23.58587013430008,-39.17509868316635,-13.675406610930928,7.234325700084497,49.16356872118783,-5.790124673964073,97.32028218011533,5.129106097503026,-40.95538510740967
2024-01-30 18:22:43,-6.983143193212838,0.03111794980421223,2.9790660538950853,3.0321025785072706,-4.596503361637928,1.1014462548723882,-141.9391890509621,-40.59737858432604,-30.409486966432087,22.91823719777048,53.77576203812825,-27.289560947560965,19.68489930223234,1.1549398516997087,4.864105035701904,-11.968428778563009,-3.5809468653703362,21.646637317864474,25.828867986334274,40.78087872622163,-15.68515576545478,148.83483331751364,63.35035949239568,37.33444974508163
2024-01-30 18:22:44,-2.6522124290175526,-1.2028468926434144,-2.1610069072942455,3.3341663562778265,-4.706792254612816,-3.5941283985591554,-35.109996262953246,22.76843070017216,32.7062628767284,171.2976851219039,26.743721092422476,9.309220006730165,141.27675446287418,-81.35783399122323,-29.10493217795197,-138.61391045020662,-42.34998791995324,24.044450275614764,42.35541032403714,6.523651554567522,17.937138020308183,-25.645947691327507,-81.31932907203874,16.889619235579673
2024-01-30 18:22:45,-4.366013477506558,8.434773451007658,-6.989508075381892,-0.6829543021290974,1.7923057807651066,-4.1446078865513165,-133.1586603343178,-26.257355435364573,-21.22860136646194,-21.308056577861862,-32.14744313717647,-19.766003254262486,36.74790300532226,7.744756727250532,49.64652986672408,69.27217820313993,-51.51462336113736,-25.45198405894571,101.93552450655903,25.96005440460334,12.555234446814836,-11.809478002270964,-17.035010702289966,-4.130427691518875
